id,source,best_known,gap_distance
codetables-gf3-183-7,codetables-nonbinary-linear-codes,117,2
codetables-gf3-185-7,codetables-nonbinary-linear-codes,118,2
codetables-gf3-186-7,codetables-nonbinary-linear-codes,119,2
codetables-gf3-187-7,codetables-nonbinary-linear-codes,120,2
codetables-gf3-188-7,codetables-nonbinary-linear-codes,121,2
codetables-gf3-189-7,codetables-nonbinary-linear-codes,121,2
codetables-gf3-190-7,codetables-nonbinary-linear-codes,122,2
codetables-gf3-196-7,codetables-nonbinary-linear-codes,126,2
codetables-gf3-199-7,codetables-nonbinary-linear-codes,127,2
codetables-gf3-200-7,codetables-nonbinary-linear-codes,128,2
codetables-gf3-201-7,codetables-nonbinary-linear-codes,129,2
codetables-gf3-203-7,codetables-nonbinary-linear-codes,130,2
codetables-gf3-204-7,codetables-nonbinary-linear-codes,131,2
codetables-gf3-205-7,codetables-nonbinary-linear-codes,132,2
codetables-gf3-207-7,codetables-nonbinary-linear-codes,133,2
codetables-gf3-210-7,codetables-nonbinary-linear-codes,135,2
codetables-gf3-212-7,codetables-nonbinary-linear-codes,136,2
codetables-gf3-213-7,codetables-nonbinary-linear-codes,137,2
codetables-gf3-214-7,codetables-nonbinary-linear-codes,138,2
codetables-gf3-216-7,codetables-nonbinary-linear-codes,139,2
codetables-gf3-217-7,codetables-nonbinary-linear-codes,140,2
codetables-gf3-218-7,codetables-nonbinary-linear-codes,141,2
codetables-gf3-220-7,codetables-nonbinary-linear-codes,142,2
codetables-gf3-223-7,codetables-nonbinary-linear-codes,144,2
codetables-gf3-223-8,codetables-nonbinary-linear-codes,142,2
codetables-gf3-224-8,codetables-nonbinary-linear-codes,143,2
codetables-gf3-225-8,codetables-nonbinary-linear-codes,144,2
codetables-gf3-231-7,codetables-nonbinary-linear-codes,149,2
codetables-gf3-232-7,codetables-nonbinary-linear-codes,150,2
codetables-gf3-234-7,codetables-nonbinary-linear-codes,151,2
codetables-gf3-237-7,codetables-nonbinary-linear-codes,153,2
codetables-gf3-238-10,codetables-nonbinary-linear-codes,149,2
codetables-gf3-239-10,codetables-nonbinary-linear-codes,150,2
codetables-gf3-239-11,codetables-nonbinary-linear-codes,149,2
codetables-gf3-239-7,codetables-nonbinary-linear-codes,154,2
codetables-gf3-239-9,codetables-nonbinary-linear-codes,151,2
codetables-gf3-240-10,codetables-nonbinary-linear-codes,151,2
codetables-gf3-240-11,codetables-nonbinary-linear-codes,150,2
codetables-gf3-240-9,codetables-nonbinary-linear-codes,152,2
codetables-gf3-241-11,codetables-nonbinary-linear-codes,151,2
codetables-gf3-241-9,codetables-nonbinary-linear-codes,153,2
codetables-gf3-243-10,codetables-nonbinary-linear-codes,153,2
codetables-gf3-243-8,codetables-nonbinary-linear-codes,156,2
codetables-gf3-26-11,codetables-nonbinary-linear-codes,9,2
codetables-gf3-27-12,codetables-nonbinary-linear-codes,9,2
codetables-gf3-31-11,codetables-nonbinary-linear-codes,12,2
codetables-gf3-32-11,codetables-nonbinary-linear-codes,13,2
codetables-gf3-32-12,codetables-nonbinary-linear-codes,12,2
codetables-gf3-33-11,codetables-nonbinary-linear-codes,13,2
codetables-gf3-33-12,codetables-nonbinary-linear-codes,13,2
codetables-gf3-34-11,codetables-nonbinary-linear-codes,14,2
codetables-gf3-34-12,codetables-nonbinary-linear-codes,13,2
codetables-gf3-35-11,codetables-nonbinary-linear-codes,15,2
codetables-gf3-35-12,codetables-nonbinary-linear-codes,14,2
codetables-gf3-36-11,codetables-nonbinary-linear-codes,16,2
codetables-gf3-36-12,codetables-nonbinary-linear-codes,15,2
codetables-gf3-38-9,codetables-nonbinary-linear-codes,18,2
codetables-gf3-39-10,codetables-nonbinary-linear-codes,18,2
codetables-gf3-39-9,codetables-nonbinary-linear-codes,19,2
codetables-gf3-40-10,codetables-nonbinary-linear-codes,19,2
codetables-gf3-40-11,codetables-nonbinary-linear-codes,18,2
codetables-gf3-41-12,codetables-nonbinary-linear-codes,18,2
codetables-gf3-42-11,codetables-nonbinary-linear-codes,19,2
codetables-gf3-42-8,codetables-nonbinary-linear-codes,22,2
codetables-gf3-42-9,codetables-nonbinary-linear-codes,21,2
codetables-gf3-43-10,codetables-nonbinary-linear-codes,21,2
codetables-gf3-43-11,codetables-nonbinary-linear-codes,20,2
codetables-gf3-43-9,codetables-nonbinary-linear-codes,22,2
codetables-gf3-44-11,codetables-nonbinary-linear-codes,21,2
codetables-gf3-44-7,codetables-nonbinary-linear-codes,24,2
codetables-gf3-45-10,codetables-nonbinary-linear-codes,22,2
codetables-gf3-45-7,codetables-nonbinary-linear-codes,25,2
codetables-gf3-45-8,codetables-nonbinary-linear-codes,24,2
codetables-gf3-46-9,codetables-nonbinary-linear-codes,24,2
codetables-gf3-47-11,codetables-nonbinary-linear-codes,22,2
codetables-gf3-47-9,codetables-nonbinary-linear-codes,24,2
codetables-gf3-48-10,codetables-nonbinary-linear-codes,24,2
codetables-gf3-48-11,codetables-nonbinary-linear-codes,23,2
codetables-gf3-48-9,codetables-nonbinary-linear-codes,25,2
codetables-gf3-49-11,codetables-nonbinary-linear-codes,24,2
codetables-gf3-50-10,codetables-nonbinary-linear-codes,25,2
codetables-gf3-50-8,codetables-nonbinary-linear-codes,27,2
codetables-gf3-51-10,codetables-nonbinary-linear-codes,26,2
codetables-gf3-51-8,codetables-nonbinary-linear-codes,28,2
codetables-gf3-51-9,codetables-nonbinary-linear-codes,27,2
codetables-gf3-52-10,codetables-nonbinary-linear-codes,27,2
codetables-gf3-53-11,codetables-nonbinary-linear-codes,26,2
codetables-gf3-53-7,codetables-nonbinary-linear-codes,30,2
codetables-gf3-53-9,codetables-nonbinary-linear-codes,28,2
codetables-gf3-54-11,codetables-nonbinary-linear-codes,27,2
codetables-gf3-54-7,codetables-nonbinary-linear-codes,31,2
codetables-gf3-54-8,codetables-nonbinary-linear-codes,30,2
codetables-gf3-54-9,codetables-nonbinary-linear-codes,29,2
codetables-gf3-55-8,codetables-nonbinary-linear-codes,30,2
codetables-gf3-56-10,codetables-nonbinary-linear-codes,29,2
codetables-gf3-56-8,codetables-nonbinary-linear-codes,31,2
codetables-gf3-56-9,codetables-nonbinary-linear-codes,30,2
codetables-gf3-57-10,codetables-nonbinary-linear-codes,30,2
codetables-gf3-57-7,codetables-nonbinary-linear-codes,33,2
codetables-gf3-57-8,codetables-nonbinary-linear-codes,32,2
codetables-gf3-58-8,codetables-nonbinary-linear-codes,33,2
codetables-gf3-58-9,codetables-nonbinary-linear-codes,31,2
codetables-gf3-59-8,codetables-nonbinary-linear-codes,33,2
codetables-gf3-59-9,codetables-nonbinary-linear-codes,32,2
codetables-gf3-60-9,codetables-nonbinary-linear-codes,33,2
codetables-gf3-61-8,codetables-nonbinary-linear-codes,34,2
codetables-gf3-62-10,codetables-nonbinary-linear-codes,33,2
codetables-gf3-62-7,codetables-nonbinary-linear-codes,36,2
codetables-gf3-62-9,codetables-nonbinary-linear-codes,34,2
codetables-gf3-63-7,codetables-nonbinary-linear-codes,37,2
codetables-gf3-64-10,codetables-nonbinary-linear-codes,34,2
codetables-gf3-65-10,codetables-nonbinary-linear-codes,35,2
codetables-gf3-65-8,codetables-nonbinary-linear-codes,37,2
codetables-gf3-65-9,codetables-nonbinary-linear-codes,36,2
codetables-gf3-66-10,codetables-nonbinary-linear-codes,36,2
codetables-gf3-66-7,codetables-nonbinary-linear-codes,39,2
codetables-gf3-67-7,codetables-nonbinary-linear-codes,39,2
codetables-gf3-67-9,codetables-nonbinary-linear-codes,37,2
codetables-gf3-68-7,codetables-nonbinary-linear-codes,40,2
codetables-gf3-68-8,codetables-nonbinary-linear-codes,39,2
codetables-gf3-68-9,codetables-nonbinary-linear-codes,38,2
codetables-gf3-69-9,codetables-nonbinary-linear-codes,39,2
codetables-gf3-70-8,codetables-nonbinary-linear-codes,40,2
codetables-gf3-71-7,codetables-nonbinary-linear-codes,42,2
codetables-gf3-71-8,codetables-nonbinary-linear-codes,41,2
codetables-gf3-72-7,codetables-nonbinary-linear-codes,43,2
codetables-gf3-72-8,codetables-nonbinary-linear-codes,42,2
codetables-gf3-73-8,codetables-nonbinary-linear-codes,42,2
codetables-gf3-74-8,codetables-nonbinary-linear-codes,43,2
codetables-gf3-74-9,codetables-nonbinary-linear-codes,42,2
codetables-gf3-76-9,codetables-nonbinary-linear-codes,43,2
codetables-gf3-77-11,codetables-nonbinary-linear-codes,42,2
codetables-gf3-77-8,codetables-nonbinary-linear-codes,45,2
codetables-gf3-77-9,codetables-nonbinary-linear-codes,44,2
codetables-gf3-78-12,codetables-nonbinary-linear-codes,42,2
codetables-gf3-78-8,codetables-nonbinary-linear-codes,46,2
codetables-gf3-78-9,codetables-nonbinary-linear-codes,45,2
codetables-gf3-79-9,codetables-nonbinary-linear-codes,46,2
codetables-gf3-80-11,codetables-nonbinary-linear-codes,44,2
codetables-gf3-81-11,codetables-nonbinary-linear-codes,45,2
codetables-gf3-81-8,codetables-nonbinary-linear-codes,48,2
codetables-gf3-82-9,codetables-nonbinary-linear-codes,48,2
codetables-gf3-83-11,codetables-nonbinary-linear-codes,46,2
codetables-gf3-84-10,codetables-nonbinary-linear-codes,48,2
codetables-gf3-84-11,codetables-nonbinary-linear-codes,47,2
codetables-gf3-85-11,codetables-nonbinary-linear-codes,48,2
codetables-gf3-86-11,codetables-nonbinary-linear-codes,48,2
codetables-gf3-87-10,codetables-nonbinary-linear-codes,50,2
codetables-gf3-87-11,codetables-nonbinary-linear-codes,49,2
codetables-gf3-88-10,codetables-nonbinary-linear-codes,51,2
codetables-gf3-88-11,codetables-nonbinary-linear-codes,50,2
codetables-gf3-89-7,codetables-nonbinary-linear-codes,54,2
codetables-gf3-90-11,codetables-nonbinary-linear-codes,51,2
codetables-gf3-90-7,codetables-nonbinary-linear-codes,55,2
codetables-gf3-90-8,codetables-nonbinary-linear-codes,54,2
codetables-gf3-91-10,codetables-nonbinary-linear-codes,52,2
codetables-gf3-91-8,codetables-nonbinary-linear-codes,54,2
codetables-gf3-92-10,codetables-nonbinary-linear-codes,53,2
codetables-gf3-92-11,codetables-nonbinary-linear-codes,52,2
codetables-gf3-92-9,codetables-nonbinary-linear-codes,54,2
codetables-gf3-93-11,codetables-nonbinary-linear-codes,53,2
codetables-gf3-93-7,codetables-nonbinary-linear-codes,57,2
codetables-gf3-94-7,codetables-nonbinary-linear-codes,58,2
codetables-gf3-94-8,codetables-nonbinary-linear-codes,56,2
codetables-gf3-95-11,codetables-nonbinary-linear-codes,54,2
codetables-gf3-95-8,codetables-nonbinary-linear-codes,57,2
codetables-gf4-100-6,codetables-nonbinary-linear-codes,70,2
codetables-gf4-103-6,codetables-nonbinary-linear-codes,72,2
codetables-gf4-104-6,codetables-nonbinary-linear-codes,73,2
codetables-gf4-105-6,codetables-nonbinary-linear-codes,74,2
codetables-gf4-105-7,codetables-nonbinary-linear-codes,72,2
codetables-gf4-108-6,codetables-nonbinary-linear-codes,76,2
codetables-gf4-108-7,codetables-nonbinary-linear-codes,74,2
codetables-gf4-109-6,codetables-nonbinary-linear-codes,77,2
codetables-gf4-109-7,codetables-nonbinary-linear-codes,75,2
codetables-gf4-110-6,codetables-nonbinary-linear-codes,78,2
codetables-gf4-110-7,codetables-nonbinary-linear-codes,76,2
codetables-gf4-120-7,codetables-nonbinary-linear-codes,83,2
codetables-gf4-121-7,codetables-nonbinary-linear-codes,84,2
codetables-gf4-124-6,codetables-nonbinary-linear-codes,88,2
codetables-gf4-124-7,codetables-nonbinary-linear-codes,86,2
codetables-gf4-125-6,codetables-nonbinary-linear-codes,89,2
codetables-gf4-125-7,codetables-nonbinary-linear-codes,87,2
codetables-gf4-126-6,codetables-nonbinary-linear-codes,90,2
codetables-gf4-126-7,codetables-nonbinary-linear-codes,88,2
codetables-gf4-132-7,codetables-nonbinary-linear-codes,92,2
codetables-gf4-135-6,codetables-nonbinary-linear-codes,96,2
codetables-gf4-136-6,codetables-nonbinary-linear-codes,97,2
codetables-gf4-137-6,codetables-nonbinary-linear-codes,98,2
codetables-gf4-140-6,codetables-nonbinary-linear-codes,100,2
codetables-gf4-141-6,codetables-nonbinary-linear-codes,101,2
codetables-gf4-142-6,codetables-nonbinary-linear-codes,102,2
codetables-gf4-145-6,codetables-nonbinary-linear-codes,104,2
codetables-gf4-146-6,codetables-nonbinary-linear-codes,105,2
codetables-gf4-147-6,codetables-nonbinary-linear-codes,106,2
codetables-gf4-148-6,codetables-nonbinary-linear-codes,106,2
codetables-gf4-149-6,codetables-nonbinary-linear-codes,107,2
codetables-gf4-150-6,codetables-nonbinary-linear-codes,108,2
codetables-gf4-153-6,codetables-nonbinary-linear-codes,110,2
codetables-gf4-156-6,codetables-nonbinary-linear-codes,112,2
codetables-gf4-157-6,codetables-nonbinary-linear-codes,113,2
codetables-gf4-158-6,codetables-nonbinary-linear-codes,114,2
codetables-gf4-161-6,codetables-nonbinary-linear-codes,116,2
codetables-gf4-162-6,codetables-nonbinary-linear-codes,117,2
codetables-gf4-163-6,codetables-nonbinary-linear-codes,118,2
codetables-gf4-166-6,codetables-nonbinary-linear-codes,120,2
codetables-gf4-169-6,codetables-nonbinary-linear-codes,122,2
codetables-gf4-170-6,codetables-nonbinary-linear-codes,122,2
codetables-gf4-171-6,codetables-nonbinary-linear-codes,123,2
codetables-gf4-172-6,codetables-nonbinary-linear-codes,124,2
codetables-gf4-175-6,codetables-nonbinary-linear-codes,126,2
codetables-gf4-178-6,codetables-nonbinary-linear-codes,128,2
codetables-gf4-179-6,codetables-nonbinary-linear-codes,129,2
codetables-gf4-180-6,codetables-nonbinary-linear-codes,130,2
codetables-gf4-183-6,codetables-nonbinary-linear-codes,132,2
codetables-gf4-184-6,codetables-nonbinary-linear-codes,133,2
codetables-gf4-185-6,codetables-nonbinary-linear-codes,134,2
codetables-gf4-188-6,codetables-nonbinary-linear-codes,136,2
codetables-gf4-191-6,codetables-nonbinary-linear-codes,138,2
codetables-gf4-192-6,codetables-nonbinary-linear-codes,139,2
codetables-gf4-193-6,codetables-nonbinary-linear-codes,140,2
codetables-gf4-196-6,codetables-nonbinary-linear-codes,142,2
codetables-gf4-199-6,codetables-nonbinary-linear-codes,144,2
codetables-gf4-200-6,codetables-nonbinary-linear-codes,145,2
codetables-gf4-201-6,codetables-nonbinary-linear-codes,146,2
codetables-gf4-204-6,codetables-nonbinary-linear-codes,148,2
codetables-gf4-205-6,codetables-nonbinary-linear-codes,149,2
codetables-gf4-206-6,codetables-nonbinary-linear-codes,150,2
codetables-gf4-209-6,codetables-nonbinary-linear-codes,152,2
codetables-gf4-212-6,codetables-nonbinary-linear-codes,154,2
codetables-gf4-213-6,codetables-nonbinary-linear-codes,155,2
codetables-gf4-214-6,codetables-nonbinary-linear-codes,156,2
codetables-gf4-217-6,codetables-nonbinary-linear-codes,158,2
codetables-gf4-220-6,codetables-nonbinary-linear-codes,160,2
codetables-gf4-223-6,codetables-nonbinary-linear-codes,162,2
codetables-gf4-224-6,codetables-nonbinary-linear-codes,163,2
codetables-gf4-225-6,codetables-nonbinary-linear-codes,164,2
codetables-gf4-228-6,codetables-nonbinary-linear-codes,166,2
codetables-gf4-229-6,codetables-nonbinary-linear-codes,167,2
codetables-gf4-230-6,codetables-nonbinary-linear-codes,168,2
codetables-gf4-233-6,codetables-nonbinary-linear-codes,170,2
codetables-gf4-234-6,codetables-nonbinary-linear-codes,171,2
codetables-gf4-235-6,codetables-nonbinary-linear-codes,172,2
codetables-gf4-238-6,codetables-nonbinary-linear-codes,174,2
codetables-gf4-241-6,codetables-nonbinary-linear-codes,176,2
codetables-gf4-241-7,codetables-nonbinary-linear-codes,174,2
codetables-gf4-242-6,codetables-nonbinary-linear-codes,177,2
codetables-gf4-242-7,codetables-nonbinary-linear-codes,175,2
codetables-gf4-243-6,codetables-nonbinary-linear-codes,178,2
codetables-gf4-246-6,codetables-nonbinary-linear-codes,180,2
codetables-gf4-246-7,codetables-nonbinary-linear-codes,178,2
codetables-gf4-247-6,codetables-nonbinary-linear-codes,181,2
codetables-gf4-247-7,codetables-nonbinary-linear-codes,179,2
codetables-gf4-248-6,codetables-nonbinary-linear-codes,182,2
codetables-gf4-248-7,codetables-nonbinary-linear-codes,180,2
codetables-gf4-249-7,codetables-nonbinary-linear-codes,181,2
codetables-gf4-250-7,codetables-nonbinary-linear-codes,182,2
codetables-gf4-251-6,codetables-nonbinary-linear-codes,184,2
codetables-gf4-252-6,codetables-nonbinary-linear-codes,185,2
codetables-gf4-253-6,codetables-nonbinary-linear-codes,186,2
codetables-gf4-256-6,codetables-nonbinary-linear-codes,188,2
codetables-gf4-32-9,codetables-nonbinary-linear-codes,16,2
codetables-gf4-33-8,codetables-nonbinary-linear-codes,18,2
codetables-gf4-33-9,codetables-nonbinary-linear-codes,17,2
codetables-gf4-34-9,codetables-nonbinary-linear-codes,18,2
codetables-gf4-35-9,codetables-nonbinary-linear-codes,18,2
codetables-gf4-36-8,codetables-nonbinary-linear-codes,20,2
codetables-gf4-36-9,codetables-nonbinary-linear-codes,19,2
codetables-gf4-37-7,codetables-nonbinary-linear-codes,22,2
codetables-gf4-37-8,codetables-nonbinary-linear-codes,21,2
codetables-gf4-37-9,codetables-nonbinary-linear-codes,20,2
codetables-gf4-39-8,codetables-nonbinary-linear-codes,22,2
codetables-gf4-39-9,codetables-nonbinary-linear-codes,21,2
codetables-gf4-40-7,codetables-nonbinary-linear-codes,24,2
codetables-gf4-40-8,codetables-nonbinary-linear-codes,23,2
codetables-gf4-40-9,codetables-nonbinary-linear-codes,22,2
codetables-gf4-41-7,codetables-nonbinary-linear-codes,25,2
codetables-gf4-41-8,codetables-nonbinary-linear-codes,24,2
codetables-gf4-41-9,codetables-nonbinary-linear-codes,22,2
codetables-gf4-42-8,codetables-nonbinary-linear-codes,25,2
codetables-gf4-42-9,codetables-nonbinary-linear-codes,23,2
codetables-gf4-43-9,codetables-nonbinary-linear-codes,24,2
codetables-gf4-44-7,codetables-nonbinary-linear-codes,27,2
codetables-gf4-45-7,codetables-nonbinary-linear-codes,28,2
codetables-gf4-45-8,codetables-nonbinary-linear-codes,27,2
codetables-gf4-46-9,codetables-nonbinary-linear-codes,26,2
codetables-gf4-47-8,codetables-nonbinary-linear-codes,28,2
codetables-gf4-47-9,codetables-nonbinary-linear-codes,27,2
codetables-gf4-48-8,codetables-nonbinary-linear-codes,29,2
codetables-gf4-48-9,codetables-nonbinary-linear-codes,28,2
codetables-gf4-49-8,codetables-nonbinary-linear-codes,30,2
codetables-gf4-49-9,codetables-nonbinary-linear-codes,29,2
codetables-gf4-50-9,codetables-nonbinary-linear-codes,30,2
codetables-gf4-51-7,codetables-nonbinary-linear-codes,32,2
codetables-gf4-52-7,codetables-nonbinary-linear-codes,33,2
codetables-gf4-52-8,codetables-nonbinary-linear-codes,32,2
codetables-gf4-53-7,codetables-nonbinary-linear-codes,34,2
codetables-gf4-53-9,codetables-nonbinary-linear-codes,32,2
codetables-gf4-54-8,codetables-nonbinary-linear-codes,33,2
codetables-gf4-54-9,codetables-nonbinary-linear-codes,32,2
codetables-gf4-55-6,codetables-nonbinary-linear-codes,36,2
codetables-gf4-55-8,codetables-nonbinary-linear-codes,34,2
codetables-gf4-56-6,codetables-nonbinary-linear-codes,37,2
codetables-gf4-56-7,codetables-nonbinary-linear-codes,36,2
codetables-gf4-57-6,codetables-nonbinary-linear-codes,38,2
codetables-gf4-57-7,codetables-nonbinary-linear-codes,37,2
codetables-gf4-57-9,codetables-nonbinary-linear-codes,34,2
codetables-gf4-58-7,codetables-nonbinary-linear-codes,38,2
codetables-gf4-68-8,codetables-nonbinary-linear-codes,44,2
codetables-gf4-69-8,codetables-nonbinary-linear-codes,45,2
codetables-gf4-70-8,codetables-nonbinary-linear-codes,46,2
codetables-gf4-70-9,codetables-nonbinary-linear-codes,44,2
codetables-gf4-72-7,codetables-nonbinary-linear-codes,48,2
codetables-gf4-73-7,codetables-nonbinary-linear-codes,49,2
codetables-gf4-73-8,codetables-nonbinary-linear-codes,48,2
codetables-gf4-77-8,codetables-nonbinary-linear-codes,50,2
codetables-gf4-78-7,codetables-nonbinary-linear-codes,52,2
codetables-gf4-79-7,codetables-nonbinary-linear-codes,53,2
codetables-gf4-80-7,codetables-nonbinary-linear-codes,54,2
codetables-gf4-81-6,codetables-nonbinary-linear-codes,56,2
codetables-gf4-81-7,codetables-nonbinary-linear-codes,54,2
codetables-gf4-82-7,codetables-nonbinary-linear-codes,55,2
codetables-gf4-83-7,codetables-nonbinary-linear-codes,56,2
codetables-gf4-86-7,codetables-nonbinary-linear-codes,58,2
codetables-gf4-87-7,codetables-nonbinary-linear-codes,59,2
codetables-gf4-88-7,codetables-nonbinary-linear-codes,60,2
codetables-gf4-89-7,codetables-nonbinary-linear-codes,60,2
codetables-gf4-92-7,codetables-nonbinary-linear-codes,62,2
codetables-gf4-93-6,codetables-nonbinary-linear-codes,64,2
codetables-gf4-93-7,codetables-nonbinary-linear-codes,63,2
codetables-gf4-94-6,codetables-nonbinary-linear-codes,65,2
codetables-gf4-94-7,codetables-nonbinary-linear-codes,64,2
codetables-gf4-95-6,codetables-nonbinary-linear-codes,66,2
codetables-gf4-98-6,codetables-nonbinary-linear-codes,68,2
codetables-gf4-99-6,codetables-nonbinary-linear-codes,69,2
codetables-gf5-100-5,codetables-nonbinary-linear-codes,76,2
codetables-gf5-101-5,codetables-nonbinary-linear-codes,77,2
codetables-gf5-101-6,codetables-nonbinary-linear-codes,75,2
codetables-gf5-101-7,codetables-nonbinary-linear-codes,74,2
codetables-gf5-102-6,codetables-nonbinary-linear-codes,76,2
codetables-gf5-102-7,codetables-nonbinary-linear-codes,75,2
codetables-gf5-103-6,codetables-nonbinary-linear-codes,77,2
codetables-gf5-105-5,codetables-nonbinary-linear-codes,80,2
codetables-gf5-105-7,codetables-nonbinary-linear-codes,77,2
codetables-gf5-106-7,codetables-nonbinary-linear-codes,78,2
codetables-gf5-107-6,codetables-nonbinary-linear-codes,80,2
codetables-gf5-109-6,codetables-nonbinary-linear-codes,81,2
codetables-gf5-109-7,codetables-nonbinary-linear-codes,80,2
codetables-gf5-110-6,codetables-nonbinary-linear-codes,82,2
codetables-gf5-112-5,codetables-nonbinary-linear-codes,85,2
codetables-gf5-113-5,codetables-nonbinary-linear-codes,86,2
codetables-gf5-114-5,codetables-nonbinary-linear-codes,87,2
codetables-gf5-114-6,codetables-nonbinary-linear-codes,85,2
codetables-gf5-114-7,codetables-nonbinary-linear-codes,84,2
codetables-gf5-115-5,codetables-nonbinary-linear-codes,88,2
codetables-gf5-115-6,codetables-nonbinary-linear-codes,86,2
codetables-gf5-115-7,codetables-nonbinary-linear-codes,85,2
codetables-gf5-115-8,codetables-nonbinary-linear-codes,84,2
codetables-gf5-116-6,codetables-nonbinary-linear-codes,87,2
codetables-gf5-116-7,codetables-nonbinary-linear-codes,86,2
codetables-gf5-116-8,codetables-nonbinary-linear-codes,85,2
codetables-gf5-117-6,codetables-nonbinary-linear-codes,88,2
codetables-gf5-117-7,codetables-nonbinary-linear-codes,87,2
codetables-gf5-117-8,codetables-nonbinary-linear-codes,86,2
codetables-gf5-118-5,codetables-nonbinary-linear-codes,90,2
codetables-gf5-118-6,codetables-nonbinary-linear-codes,89,2
codetables-gf5-118-7,codetables-nonbinary-linear-codes,88,2
codetables-gf5-118-8,codetables-nonbinary-linear-codes,87,2
codetables-gf5-119-5,codetables-nonbinary-linear-codes,91,2
codetables-gf5-119-8,codetables-nonbinary-linear-codes,88,2
codetables-gf5-120-5,codetables-nonbinary-linear-codes,92,2
codetables-gf5-121-5,codetables-nonbinary-linear-codes,93,2
codetables-gf5-122-5,codetables-nonbinary-linear-codes,94,2
codetables-gf5-123-5,codetables-nonbinary-linear-codes,95,2
codetables-gf5-126-6,codetables-nonbinary-linear-codes,95,2
codetables-gf5-127-6,codetables-nonbinary-linear-codes,96,2
codetables-gf5-127-7,codetables-nonbinary-linear-codes,95,2
codetables-gf5-128-6,codetables-nonbinary-linear-codes,97,2
codetables-gf5-128-8,codetables-nonbinary-linear-codes,95,2
codetables-gf5-129-8,codetables-nonbinary-linear-codes,95,2
codetables-gf5-130-8,codetables-nonbinary-linear-codes,96,2
codetables-gf5-28-8,codetables-nonbinary-linear-codes,15,2
codetables-gf5-29-7,codetables-nonbinary-linear-codes,17,2
codetables-gf5-29-8,codetables-nonbinary-linear-codes,16,2
codetables-gf5-30-7,codetables-nonbinary-linear-codes,18,2
codetables-gf5-32-8,codetables-nonbinary-linear-codes,18,2
codetables-gf5-37-8,codetables-nonbinary-linear-codes,22,2
codetables-gf5-38-7,codetables-nonbinary-linear-codes,24,2
codetables-gf5-39-7,codetables-nonbinary-linear-codes,25,2
codetables-gf5-39-8,codetables-nonbinary-linear-codes,23,2
codetables-gf5-40-8,codetables-nonbinary-linear-codes,24,2
codetables-gf5-42-7,codetables-nonbinary-linear-codes,27,2
codetables-gf5-43-7,codetables-nonbinary-linear-codes,28,2
codetables-gf5-44-7,codetables-nonbinary-linear-codes,28,2
codetables-gf5-45-6,codetables-nonbinary-linear-codes,30,2
codetables-gf5-45-7,codetables-nonbinary-linear-codes,29,2
codetables-gf5-46-6,codetables-nonbinary-linear-codes,31,2
codetables-gf5-46-7,codetables-nonbinary-linear-codes,30,2
codetables-gf5-47-6,codetables-nonbinary-linear-codes,32,2
codetables-gf5-48-6,codetables-nonbinary-linear-codes,33,2
codetables-gf5-50-6,codetables-nonbinary-linear-codes,34,2
codetables-gf5-50-7,codetables-nonbinary-linear-codes,33,2
codetables-gf5-51-6,codetables-nonbinary-linear-codes,35,2
codetables-gf5-52-6,codetables-nonbinary-linear-codes,36,2
codetables-gf5-53-6,codetables-nonbinary-linear-codes,37,2
codetables-gf5-57-6,codetables-nonbinary-linear-codes,40,2
codetables-gf5-58-6,codetables-nonbinary-linear-codes,41,2
codetables-gf5-59-6,codetables-nonbinary-linear-codes,42,2
codetables-gf5-63-6,codetables-nonbinary-linear-codes,45,2
codetables-gf5-65-6,codetables-nonbinary-linear-codes,46,2
codetables-gf5-66-6,codetables-nonbinary-linear-codes,47,2
codetables-gf5-67-6,codetables-nonbinary-linear-codes,48,2
codetables-gf5-68-5,codetables-nonbinary-linear-codes,50,2
codetables-gf5-69-5,codetables-nonbinary-linear-codes,51,2
codetables-gf5-69-6,codetables-nonbinary-linear-codes,49,2
codetables-gf5-69-7,codetables-nonbinary-linear-codes,48,2
codetables-gf5-70-5,codetables-nonbinary-linear-codes,52,2
codetables-gf5-70-6,codetables-nonbinary-linear-codes,50,2
codetables-gf5-70-7,codetables-nonbinary-linear-codes,49,2
codetables-gf5-70-8,codetables-nonbinary-linear-codes,48,2
codetables-gf5-71-5,codetables-nonbinary-linear-codes,53,2
codetables-gf5-71-6,codetables-nonbinary-linear-codes,51,2
codetables-gf5-71-7,codetables-nonbinary-linear-codes,50,2
codetables-gf5-71-8,codetables-nonbinary-linear-codes,49,2
codetables-gf5-72-8,codetables-nonbinary-linear-codes,50,2
codetables-gf5-74-6,codetables-nonbinary-linear-codes,53,2
codetables-gf5-75-6,codetables-nonbinary-linear-codes,54,2
codetables-gf5-76-6,codetables-nonbinary-linear-codes,55,2
codetables-gf5-80-6,codetables-nonbinary-linear-codes,58,2
codetables-gf5-81-6,codetables-nonbinary-linear-codes,59,2
codetables-gf5-82-6,codetables-nonbinary-linear-codes,60,2
codetables-gf5-84-6,codetables-nonbinary-linear-codes,61,2
codetables-gf5-85-6,codetables-nonbinary-linear-codes,62,2
codetables-gf5-86-6,codetables-nonbinary-linear-codes,63,2
codetables-gf5-87-6,codetables-nonbinary-linear-codes,64,2
codetables-gf5-88-6,codetables-nonbinary-linear-codes,65,2
codetables-gf5-89-6,codetables-nonbinary-linear-codes,65,2
