id,source,best_known,gap_blocks
ljcr-c-44-19-3,ljcr-covering-designs,24,3
ljcr-c-44-23-4,ljcr-covering-designs,30,3
ljcr-c-45-16-3,ljcr-covering-designs,38,3
ljcr-c-46-17-3,ljcr-covering-designs,36,3
ljcr-c-46-24-4,ljcr-covering-designs,30,3
ljcr-c-47-17-3,ljcr-covering-designs,37,3
ljcr-c-47-22-3,ljcr-covering-designs,18,3
ljcr-c-48-16-3,ljcr-covering-designs,43,3
ljcr-c-48-17-3,ljcr-covering-designs,38,3
ljcr-c-48-25-4,ljcr-covering-designs,30,3
ljcr-c-49-16-3,ljcr-covering-designs,44,3
ljcr-c-49-17-3,ljcr-covering-designs,39,3
ljcr-c-49-18-3,ljcr-covering-designs,36,3
ljcr-c-49-20-3,ljcr-covering-designs,28,3
ljcr-c-49-22-3,ljcr-covering-designs,21,3
ljcr-c-50-18-3,ljcr-covering-designs,37,3
ljcr-c-50-23-3,ljcr-covering-designs,19,3
ljcr-c-50-25-4,ljcr-covering-designs,33,3
ljcr-c-50-6-2,ljcr-covering-designs,87,3
ljcr-c-51-17-3,ljcr-covering-designs,43,3
ljcr-c-51-18-3,ljcr-covering-designs,38,3
ljcr-c-51-23-3,ljcr-covering-designs,20,3
ljcr-c-52-19-3,ljcr-covering-designs,36,3
ljcr-c-52-22-3,ljcr-covering-designs,25,3
ljcr-c-53-19-3,ljcr-covering-designs,37,3
ljcr-c-54-23-3,ljcr-covering-designs,25,3
ljcr-c-54-24-3,ljcr-covering-designs,21,3
ljcr-c-54-25-3,ljcr-covering-designs,19,3
ljcr-c-54-7-2,ljcr-covering-designs,73,3
ljcr-c-54-8-2,ljcr-covering-designs,57,3
ljcr-c-55-10-2,ljcr-covering-designs,39,3
ljcr-c-55-20-3,ljcr-covering-designs,36,3
ljcr-c-55-23-3,ljcr-covering-designs,25,3
ljcr-c-56-13-2,ljcr-covering-designs,25,3
ljcr-c-56-19-3,ljcr-covering-designs,42,3
ljcr-c-56-23-3,ljcr-covering-designs,28,3
ljcr-c-56-25-3,ljcr-covering-designs,21,3
ljcr-c-56-9-2,ljcr-covering-designs,49,3
ljcr-c-57-20-3,ljcr-covering-designs,39,3
ljcr-c-57-22-3,ljcr-covering-designs,32,3
ljcr-c-57-23-3,ljcr-covering-designs,28,3
ljcr-c-57-24-3,ljcr-covering-designs,25,3
ljcr-c-58-11-2,ljcr-covering-designs,37,3
ljcr-c-58-19-3,ljcr-covering-designs,44,3
ljcr-c-58-21-3,ljcr-covering-designs,37,3
ljcr-c-59-10-2,ljcr-covering-designs,46,3
ljcr-c-59-24-3,ljcr-covering-designs,28,3
ljcr-c-60-10-2,ljcr-covering-designs,47,3
ljcr-c-60-14-2,ljcr-covering-designs,25,3
ljcr-c-60-22-3,ljcr-covering-designs,36,3
ljcr-c-60-23-3,ljcr-covering-designs,32,3
ljcr-c-60-24-3,ljcr-covering-designs,28,3
ljcr-c-60-9-2,ljcr-covering-designs,57,3
ljcr-c-11-6-5,ljcr-covering-designs,100,4
ljcr-c-12-7-5,ljcr-covering-designs,59,4
ljcr-c-14-7-4,ljcr-covering-designs,44,4
ljcr-c-14-9-5,ljcr-covering-designs,32,4
ljcr-c-16-11-5,ljcr-covering-designs,22,4
ljcr-c-16-5-3,ljcr-covering-designs,65,4
ljcr-c-17-10-4,ljcr-covering-designs,23,4
ljcr-c-17-8-4,ljcr-covering-designs,53,4
ljcr-c-18-12-5,ljcr-covering-designs,24,4
ljcr-c-18-9-4,ljcr-covering-designs,38,4
ljcr-c-19-11-4,ljcr-covering-designs,23,4
ljcr-c-20-10-4,ljcr-covering-designs,36,4
ljcr-c-20-11-4,ljcr-covering-designs,28,4
ljcr-c-21-11-4,ljcr-covering-designs,31,4
ljcr-c-21-5-3,ljcr-covering-designs,151,4
ljcr-c-21-9-4,ljcr-covering-designs,70,4
ljcr-c-22-12-4,ljcr-covering-designs,28,4
ljcr-c-22-15-5,ljcr-covering-designs,22,4
ljcr-c-23-12-4,ljcr-covering-designs,31,4
ljcr-c-23-16-5,ljcr-covering-designs,20,4
ljcr-c-24-13-4,ljcr-covering-designs,28,4
ljcr-c-24-14-4,ljcr-covering-designs,23,4
ljcr-c-24-16-5,ljcr-covering-designs,24,4
ljcr-c-24-6-3,ljcr-covering-designs,116,4
ljcr-c-25-11-3,ljcr-covering-designs,23,4
ljcr-c-25-14-4,ljcr-covering-designs,26,4
ljcr-c-25-16-4,ljcr-covering-designs,17,4
ljcr-c-25-9-3,ljcr-covering-designs,38,4
ljcr-c-26-10-3,ljcr-covering-designs,33,4
ljcr-c-26-15-4,ljcr-covering-designs,24,4
ljcr-c-26-18-5,ljcr-covering-designs,19,4
ljcr-c-27-12-3,ljcr-covering-designs,22,4
ljcr-c-27-14-4,ljcr-covering-designs,31,4
ljcr-c-27-15-4,ljcr-covering-designs,26,4
ljcr-c-27-8-3,ljcr-covering-designs,69,4
ljcr-c-28-15-4,ljcr-covering-designs,29,4
ljcr-c-28-16-4,ljcr-covering-designs,24,4
ljcr-c-29-11-3,ljcr-covering-designs,33,4
ljcr-c-29-13-3,ljcr-covering-designs,21,4
ljcr-c-29-9-3,ljcr-covering-designs,59,4
ljcr-c-30-10-3,ljcr-covering-designs,46,4
ljcr-c-30-11-3,ljcr-covering-designs,37,4
ljcr-c-31-13-3,ljcr-covering-designs,26,4
ljcr-c-31-18-4,ljcr-covering-designs,23,4
ljcr-c-31-19-4,ljcr-covering-designs,19,4
ljcr-c-32-13-3,ljcr-covering-designs,29,4
ljcr-c-33-11-3,ljcr-covering-designs,46,4
ljcr-c-33-14-3,ljcr-covering-designs,26,4
ljcr-c-33-19-4,ljcr-covering-designs,24,4
ljcr-c-33-21-4,ljcr-covering-designs,17,4
ljcr-c-33-23-5,ljcr-covering-designs,19,4
ljcr-c-34-13-3,ljcr-covering-designs,33,4
ljcr-c-34-15-3,ljcr-covering-designs,23,4
ljcr-c-34-17-4,ljcr-covering-designs,34,4
ljcr-c-34-21-4,ljcr-covering-designs,19,4
ljcr-c-36-20-4,ljcr-covering-designs,26,4
ljcr-c-36-22-4,ljcr-covering-designs,19,4
ljcr-c-37-14-3,ljcr-covering-designs,34,4
ljcr-c-37-21-4,ljcr-covering-designs,25,4
ljcr-c-38-16-3,ljcr-covering-designs,26,4
ljcr-c-38-17-3,ljcr-covering-designs,22,4
ljcr-c-38-24-4,ljcr-covering-designs,17,4
ljcr-c-39-14-3,ljcr-covering-designs,38,4
ljcr-c-39-15-3,ljcr-covering-designs,33,4
ljcr-c-39-17-3,ljcr-covering-designs,23,4
ljcr-c-41-18-3,ljcr-covering-designs,23,4
ljcr-c-42-17-3,ljcr-covering-designs,29,4
ljcr-c-42-19-3,ljcr-covering-designs,21,4
ljcr-c-42-21-4,ljcr-covering-designs,34,4
ljcr-c-42-24-4,ljcr-covering-designs,24,4
ljcr-c-42-7-2,ljcr-covering-designs,46,4
ljcr-c-43-14-3,ljcr-covering-designs,47,4
ljcr-c-43-17-3,ljcr-covering-designs,30,4
ljcr-c-43-19-3,ljcr-covering-designs,22,4
ljcr-c-43-21-4,ljcr-covering-designs,36,4
ljcr-c-43-7-2,ljcr-covering-designs,49,4
ljcr-c-44-16-3,ljcr-covering-designs,37,4
ljcr-c-45-17-3,ljcr-covering-designs,34,4
ljcr-c-45-20-3,ljcr-covering-designs,22,4
ljcr-c-46-20-3,ljcr-covering-designs,23,4
ljcr-c-46-21-3,ljcr-covering-designs,20,4
ljcr-c-46-6-2,ljcr-covering-designs,73,4
ljcr-c-47-19-3,ljcr-covering-designs,29,4
ljcr-c-47-21-3,ljcr-covering-designs,22,4
ljcr-c-47-24-5,ljcr-covering-designs,63,4
ljcr-c-48-12-3,ljcr-covering-designs,92,4
ljcr-c-48-19-3,ljcr-covering-designs,30,4
ljcr-c-48-21-3,ljcr-covering-designs,23,4
ljcr-c-49-25-5,ljcr-covering-designs,63,4
ljcr-c-49-5-2,ljcr-covering-designs,122,4
ljcr-c-50-19-3,ljcr-covering-designs,33,4
ljcr-c-50-20-3,ljcr-covering-designs,29,4
ljcr-c-50-21-3,ljcr-covering-designs,26,4
ljcr-c-50-22-3,ljcr-covering-designs,22,4
ljcr-c-50-8-2,ljcr-covering-designs,49,4
ljcr-c-51-25-4,ljcr-covering-designs,35,4
ljcr-c-52-17-3,ljcr-covering-designs,45,4
ljcr-c-52-21-3,ljcr-covering-designs,29,4
ljcr-c-52-23-3,ljcr-covering-designs,23,4
ljcr-c-53-17-3,ljcr-covering-designs,46,4
ljcr-c-53-21-3,ljcr-covering-designs,30,4
ljcr-c-53-23-3,ljcr-covering-designs,23,4
ljcr-c-53-24-3,ljcr-covering-designs,21,4
ljcr-c-54-14-3,ljcr-covering-designs,85,4
ljcr-c-55-21-3,ljcr-covering-designs,33,4
ljcr-c-55-24-3,ljcr-covering-designs,23,4
ljcr-c-55-25-3,ljcr-covering-designs,20,4
ljcr-c-55-6-2,ljcr-covering-designs,105,4
ljcr-c-55-7-2,ljcr-covering-designs,76,4
ljcr-c-55-9-2,ljcr-covering-designs,49,4
ljcr-c-57-19-3,ljcr-covering-designs,43,4
ljcr-c-57-25-3,ljcr-covering-designs,22,4
ljcr-c-57-9-2,ljcr-covering-designs,51,4
ljcr-c-58-15-3,ljcr-covering-designs,86,4
ljcr-c-58-22-3,ljcr-covering-designs,33,4
ljcr-c-59-21-3,ljcr-covering-designs,38,4
ljcr-c-60-25-3,ljcr-covering-designs,26,4
ljcr-c-14-6-4,ljcr-covering-designs,80,5
ljcr-c-15-7-4,ljcr-covering-designs,57,5
ljcr-c-17-11-5,ljcr-covering-designs,30,5
ljcr-c-18-10-5,ljcr-covering-designs,54,5
ljcr-c-19-10-4,ljcr-covering-designs,32,5
ljcr-c-19-5-3,ljcr-covering-designs,108,5
ljcr-c-20-12-4,ljcr-covering-designs,20,5
ljcr-c-21-12-4,ljcr-covering-designs,25,5
ljcr-c-22-7-3,ljcr-covering-designs,59,5
ljcr-c-23-13-4,ljcr-covering-designs,25,5
ljcr-c-23-14-4,ljcr-covering-designs,20,5
ljcr-c-24-8-3,ljcr-covering-designs,50,5
ljcr-c-25-6-3,ljcr-covering-designs,130,5
ljcr-c-26-8-3,ljcr-covering-designs,64,5
ljcr-c-27-18-5,ljcr-covering-designs,25,5
ljcr-c-29-16-4,ljcr-covering-designs,27,5
ljcr-c-29-20-5,ljcr-covering-designs,21,5
ljcr-c-30-12-3,ljcr-covering-designs,30,5
ljcr-c-30-17-4,ljcr-covering-designs,26,5
ljcr-c-30-18-4,ljcr-covering-designs,20,5
ljcr-c-30-21-5,ljcr-covering-designs,20,5
ljcr-c-32-18-4,ljcr-covering-designs,26,5
ljcr-c-32-22-5,ljcr-covering-designs,20,5
ljcr-c-32-9-3,ljcr-covering-designs,77,5
ljcr-c-33-13-3,ljcr-covering-designs,31,5
ljcr-c-33-20-4,ljcr-covering-designs,20,5
ljcr-c-35-14-3,ljcr-covering-designs,30,5
ljcr-c-35-19-4,ljcr-covering-designs,28,5
ljcr-c-35-20-4,ljcr-covering-designs,25,5
ljcr-c-35-24-5,ljcr-covering-designs,22,5
ljcr-c-36-25-5,ljcr-covering-designs,20,5
ljcr-c-36-6-2,ljcr-covering-designs,47,5
ljcr-c-37-25-5,ljcr-covering-designs,22,5
ljcr-c-38-21-4,ljcr-covering-designs,27,5
ljcr-c-38-23-4,ljcr-covering-designs,20,5
ljcr-c-39-21-4,ljcr-covering-designs,28,5
ljcr-c-39-22-4,ljcr-covering-designs,26,5
ljcr-c-40-22-4,ljcr-covering-designs,27,5
ljcr-c-40-23-4,ljcr-covering-designs,25,5
ljcr-c-40-24-4,ljcr-covering-designs,20,5
ljcr-c-40-25-4,ljcr-covering-designs,18,5
ljcr-c-41-17-3,ljcr-covering-designs,27,5
ljcr-c-41-23-4,ljcr-covering-designs,26,5
ljcr-c-41-25-4,ljcr-covering-designs,20,5
ljcr-c-42-16-3,ljcr-covering-designs,34,5
ljcr-c-42-25-4,ljcr-covering-designs,21,5
ljcr-c-43-12-3,ljcr-covering-designs,77,5
ljcr-c-43-18-3,ljcr-covering-designs,27,5
ljcr-c-44-14-3,ljcr-covering-designs,49,5
ljcr-c-44-25-4,ljcr-covering-designs,25,5
ljcr-c-45-18-3,ljcr-covering-designs,30,5
ljcr-c-45-22-4,ljcr-covering-designs,37,5
ljcr-c-46-15-3,ljcr-covering-designs,48,5
ljcr-c-46-18-3,ljcr-covering-designs,31,5
ljcr-c-46-22-4,ljcr-covering-designs,38,5
ljcr-c-46-25-4,ljcr-covering-designs,28,5
ljcr-c-47-18-3,ljcr-covering-designs,34,5
ljcr-c-48-18-3,ljcr-covering-designs,35,5
ljcr-c-49-21-3,ljcr-covering-designs,24,5
ljcr-c-49-8-2,ljcr-covering-designs,49,5
ljcr-c-51-19-3,ljcr-covering-designs,35,5
ljcr-c-51-20-3,ljcr-covering-designs,31,5
ljcr-c-51-21-3,ljcr-covering-designs,27,5
ljcr-c-51-22-3,ljcr-covering-designs,24,5
ljcr-c-51-6-2,ljcr-covering-designs,90,5
ljcr-c-53-20-3,ljcr-covering-designs,35,5
ljcr-c-53-22-3,ljcr-covering-designs,27,5
ljcr-c-54-20-3,ljcr-covering-designs,35,5
ljcr-c-55-18-3,ljcr-covering-designs,48,5
ljcr-c-55-22-3,ljcr-covering-designs,30,5
ljcr-c-56-18-3,ljcr-covering-designs,49,5
ljcr-c-56-21-3,ljcr-covering-designs,35,5
ljcr-c-56-22-3,ljcr-covering-designs,31,5
ljcr-c-56-24-3,ljcr-covering-designs,24,5
ljcr-c-57-21-3,ljcr-covering-designs,35,5
ljcr-c-58-23-3,ljcr-covering-designs,31,5
ljcr-c-58-24-3,ljcr-covering-designs,27,5
ljcr-c-58-25-3,ljcr-covering-designs,24,5
ljcr-c-59-22-3,ljcr-covering-designs,35,5
ljcr-c-59-23-3,ljcr-covering-designs,31,5
ljcr-c-60-20-3,ljcr-covering-designs,44,5
ljcr-c-60-7-2,ljcr-covering-designs,91,5
ljcr-c-14-5-3,ljcr-covering-designs,43,6
ljcr-c-14-8-5,ljcr-covering-designs,55,6
ljcr-c-20-10-5,ljcr-covering-designs,96,6
ljcr-c-20-13-5,ljcr-covering-designs,30,6
ljcr-c-21-14-5,ljcr-covering-designs,27,6
ljcr-c-22-11-4,ljcr-covering-designs,38,6
ljcr-c-23-11-4,ljcr-covering-designs,42,6
ljcr-c-23-15-5,ljcr-covering-designs,29,6
ljcr-c-25-15-4,ljcr-covering-designs,21,6
ljcr-c-26-17-5,ljcr-covering-designs,26,6
ljcr-c-27-13-4,ljcr-covering-designs,42,6
ljcr-c-27-16-4,ljcr-covering-designs,22,6
ljcr-c-28-17-4,ljcr-covering-designs,21,6
ljcr-c-28-19-5,ljcr-covering-designs,23,6
ljcr-c-28-9-3,ljcr-covering-designs,56,6
ljcr-c-30-20-5,ljcr-covering-designs,26,6
ljcr-c-30-9-3,ljcr-covering-designs,66,6
ljcr-c-31-17-4,ljcr-covering-designs,28,6
ljcr-c-31-21-5,ljcr-covering-designs,23,6
ljcr-c-32-19-4,ljcr-covering-designs,22,6
ljcr-c-33-18-4,ljcr-covering-designs,28,6
ljcr-c-33-9-3,ljcr-covering-designs,80,6
ljcr-c-34-10-3,ljcr-covering-designs,68,6
ljcr-c-34-19-4,ljcr-covering-designs,27,6
ljcr-c-35-17-4,ljcr-covering-designs,38,6
ljcr-c-35-21-4,ljcr-covering-designs,21,6
ljcr-c-37-20-4,ljcr-covering-designs,29,6
ljcr-c-37-22-4,ljcr-covering-designs,22,6
ljcr-c-39-23-4,ljcr-covering-designs,22,6
ljcr-c-41-22-4,ljcr-covering-designs,29,6
ljcr-c-42-23-4,ljcr-covering-designs,28,6
ljcr-c-43-23-4,ljcr-covering-designs,29,6
ljcr-c-43-24-4,ljcr-covering-designs,27,6
ljcr-c-44-24-4,ljcr-covering-designs,28,6
ljcr-c-45-23-5,ljcr-covering-designs,65,6
ljcr-c-45-24-4,ljcr-covering-designs,29,6
ljcr-c-45-25-4,ljcr-covering-designs,27,6
ljcr-c-46-24-5,ljcr-covering-designs,62,6
ljcr-c-47-13-3,ljcr-covering-designs,79,6
ljcr-c-47-25-4,ljcr-covering-designs,29,6
ljcr-c-48-25-5,ljcr-covering-designs,62,6
ljcr-c-49-13-3,ljcr-covering-designs,82,6
ljcr-c-49-19-3,ljcr-covering-designs,32,6
ljcr-c-49-24-4,ljcr-covering-designs,37,6
ljcr-c-59-15-3,ljcr-covering-designs,89,6
ljcr-c-16-7-4,ljcr-covering-designs,76,7
ljcr-c-17-10-5,ljcr-covering-designs,48,7
ljcr-c-19-11-5,ljcr-covering-designs,49,7
ljcr-c-19-12-5,ljcr-covering-designs,36,7
ljcr-c-20-6-3,ljcr-covering-designs,71,7
ljcr-c-21-10-4,ljcr-covering-designs,49,7
ljcr-c-22-10-4,ljcr-covering-designs,54,7
ljcr-c-23-5-3,ljcr-covering-designs,187,7
ljcr-c-24-7-3,ljcr-covering-designs,76,7
ljcr-c-26-13-4,ljcr-covering-designs,37,7
ljcr-c-28-6-3,ljcr-covering-designs,185,7
ljcr-c-29-17-4,ljcr-covering-designs,23,7
ljcr-c-29-19-5,ljcr-covering-designs,29,7
ljcr-c-31-20-5,ljcr-covering-designs,31,7
ljcr-c-31-9-3,ljcr-covering-designs,73,7
ljcr-c-33-16-4,ljcr-covering-designs,39,7
ljcr-c-33-22-5,ljcr-covering-designs,27,7
ljcr-c-34-11-3,ljcr-covering-designs,51,7
ljcr-c-34-18-5,ljcr-covering-designs,60,7
ljcr-c-34-20-4,ljcr-covering-designs,23,7
ljcr-c-34-23-5,ljcr-covering-designs,24,7
ljcr-c-36-21-4,ljcr-covering-designs,23,7
ljcr-c-36-24-5,ljcr-covering-designs,24,7
ljcr-c-37-12-3,ljcr-covering-designs,51,7
ljcr-c-37-18-4,ljcr-covering-designs,39,7
ljcr-c-37-24-5,ljcr-covering-designs,31,7
ljcr-c-38-18-4,ljcr-covering-designs,41,7
ljcr-c-38-22-4,ljcr-covering-designs,23,7
ljcr-c-40-21-5,ljcr-covering-designs,63,7
ljcr-c-41-20-4,ljcr-covering-designs,39,7
ljcr-c-41-24-4,ljcr-covering-designs,23,7
ljcr-c-42-22-5,ljcr-covering-designs,63,7
ljcr-c-43-25-4,ljcr-covering-designs,23,7
ljcr-c-44-23-5,ljcr-covering-designs,63,7
ljcr-c-48-13-3,ljcr-covering-designs,81,7
ljcr-c-52-14-3,ljcr-covering-designs,82,7
ljcr-c-55-15-3,ljcr-covering-designs,81,7
ljcr-c-56-6-2,ljcr-covering-designs,110,7
ljcr-c-59-16-3,ljcr-covering-designs,81,7
ljcr-c-59-19-3,ljcr-covering-designs,51,7
ljcr-c-13-5-4,ljcr-covering-designs,157,8
ljcr-c-16-6-4,ljcr-covering-designs,152,8
ljcr-c-25-16-5,ljcr-covering-designs,32,8
ljcr-c-25-7-3,ljcr-covering-designs,83,8
ljcr-c-26-14-5,ljcr-covering-designs,60,8
ljcr-c-26-7-3,ljcr-covering-designs,94,8
ljcr-c-28-18-5,ljcr-covering-designs,32,8
ljcr-c-31-17-5,ljcr-covering-designs,58,8
ljcr-c-32-10-3,ljcr-covering-designs,60,8
ljcr-c-34-16-4,ljcr-covering-designs,45,8
ljcr-c-35-11-3,ljcr-covering-designs,56,8
ljcr-c-35-19-5,ljcr-covering-designs,58,8
ljcr-c-35-23-5,ljcr-covering-designs,28,8
ljcr-c-36-11-3,ljcr-covering-designs,64,8
ljcr-c-38-20-5,ljcr-covering-designs,62,8
ljcr-c-39-12-3,ljcr-covering-designs,57,8
ljcr-c-40-20-5,ljcr-covering-designs,72,8
ljcr-c-41-21-5,ljcr-covering-designs,67,8
ljcr-c-43-13-3,ljcr-covering-designs,61,8
ljcr-c-44-13-3,ljcr-covering-designs,66,8
ljcr-c-47-15-3,ljcr-covering-designs,52,8
ljcr-c-50-24-4,ljcr-covering-designs,41,8
ljcr-c-51-14-3,ljcr-covering-designs,81,8
ljcr-c-53-14-3,ljcr-covering-designs,84,8
ljcr-c-56-15-3,ljcr-covering-designs,83,8
ljcr-c-57-15-3,ljcr-covering-designs,84,8
ljcr-c-57-18-3,ljcr-covering-designs,53,8
ljcr-c-60-16-3,ljcr-covering-designs,83,8
ljcr-c-60-19-3,ljcr-covering-designs,53,8
ljcr-c-60-6-2,ljcr-covering-designs,128,8
ljcr-c-16-9-5,ljcr-covering-designs,61,9
ljcr-c-18-8-4,ljcr-covering-designs,66,9
ljcr-c-20-5-3,ljcr-covering-designs,133,9
ljcr-c-20-9-4,ljcr-covering-designs,63,9
ljcr-c-22-14-5,ljcr-covering-designs,33,9
ljcr-c-22-5-3,ljcr-covering-designs,172,9
ljcr-c-24-5-3,ljcr-covering-designs,231,9
ljcr-c-25-12-4,ljcr-covering-designs,47,9
ljcr-c-26-12-4,ljcr-covering-designs,51,9
ljcr-c-27-12-4,ljcr-covering-designs,63,9
ljcr-c-29-14-4,ljcr-covering-designs,43,9
ljcr-c-29-15-5,ljcr-covering-designs,67,9
ljcr-c-29-8-3,ljcr-covering-designs,86,9
ljcr-c-30-16-5,ljcr-covering-designs,62,9
ljcr-c-32-17-5,ljcr-covering-designs,62,9
ljcr-c-32-21-5,ljcr-covering-designs,29,9
ljcr-c-33-10-3,ljcr-covering-designs,66,9
ljcr-c-33-18-5,ljcr-covering-designs,59,9
ljcr-c-33-21-5,ljcr-covering-designs,33,9
ljcr-c-34-22-5,ljcr-covering-designs,30,9
ljcr-c-36-10-3,ljcr-covering-designs,81,9
ljcr-c-36-23-5,ljcr-covering-designs,33,9
ljcr-c-37-19-5,ljcr-covering-designs,68,9
ljcr-c-38-10-3,ljcr-covering-designs,89,9
ljcr-c-38-12-3,ljcr-covering-designs,54,9
ljcr-c-38-25-5,ljcr-covering-designs,29,9
ljcr-c-39-11-3,ljcr-covering-designs,77,9
ljcr-c-39-21-5,ljcr-covering-designs,60,9
ljcr-c-40-12-3,ljcr-covering-designs,66,9
ljcr-c-42-13-3,ljcr-covering-designs,58,9
ljcr-c-46-12-3,ljcr-covering-designs,90,9
ljcr-c-47-12-3,ljcr-covering-designs,92,9
ljcr-c-47-25-5,ljcr-covering-designs,60,9
ljcr-c-48-15-3,ljcr-covering-designs,54,9
ljcr-c-50-14-3,ljcr-covering-designs,77,9
ljcr-c-50-16-3,ljcr-covering-designs,53,9
ljcr-c-52-25-4,ljcr-covering-designs,42,9
ljcr-c-14-5-4,ljcr-covering-designs,229,10
ljcr-c-18-11-5,ljcr-covering-designs,42,10
ljcr-c-19-8-4,ljcr-covering-designs,84,10
ljcr-c-20-12-5,ljcr-covering-designs,42,10
ljcr-c-20-8-4,ljcr-covering-designs,93,10
ljcr-c-23-14-5,ljcr-covering-designs,42,10
ljcr-c-30-8-3,ljcr-covering-designs,93,10
ljcr-c-32-15-4,ljcr-covering-designs,49,10
ljcr-c-32-20-5,ljcr-covering-designs,34,10
ljcr-c-35-10-3,ljcr-covering-designs,77,10
ljcr-c-35-18-5,ljcr-covering-designs,69,10
ljcr-c-36-19-5,ljcr-covering-designs,64,10
ljcr-c-37-10-3,ljcr-covering-designs,84,10
ljcr-c-38-24-5,ljcr-covering-designs,34,10
ljcr-c-41-13-3,ljcr-covering-designs,55,10
ljcr-c-41-22-5,ljcr-covering-designs,61,10
ljcr-c-42-11-3,ljcr-covering-designs,91,10
ljcr-c-42-20-4,ljcr-covering-designs,44,10
ljcr-c-43-11-3,ljcr-covering-designs,93,10
ljcr-c-43-23-5,ljcr-covering-designs,61,10
ljcr-c-45-13-3,ljcr-covering-designs,73,10
ljcr-c-45-24-5,ljcr-covering-designs,61,10
ljcr-c-48-14-3,ljcr-covering-designs,72,10
ljcr-c-48-23-4,ljcr-covering-designs,43,10
ljcr-c-51-16-3,ljcr-covering-designs,55,10
ljcr-c-53-13-3,ljcr-covering-designs,104,10
ljcr-c-54-15-3,ljcr-covering-designs,79,10
ljcr-c-56-16-3,ljcr-covering-designs,73,10
ljcr-c-16-8-5,ljcr-covering-designs,115,11
ljcr-c-21-8-4,ljcr-covering-designs,124,11
ljcr-c-23-10-4,ljcr-covering-designs,74,11
ljcr-c-23-13-5,ljcr-covering-designs,54,11
ljcr-c-24-11-4,ljcr-covering-designs,57,11
ljcr-c-25-11-4,ljcr-covering-designs,66,11
ljcr-c-27-15-5,ljcr-covering-designs,56,11
ljcr-c-27-17-5,ljcr-covering-designs,35,11
ljcr-c-27-7-3,ljcr-covering-designs,104,11
ljcr-c-28-15-5,ljcr-covering-designs,62,11
ljcr-c-30-14-4,ljcr-covering-designs,48,11
ljcr-c-30-19-5,ljcr-covering-designs,35,11
ljcr-c-31-8-3,ljcr-covering-designs,104,11
ljcr-c-33-7-3,ljcr-covering-designs,191,11
ljcr-c-33-8-3,ljcr-covering-designs,127,11
ljcr-c-34-20-5,ljcr-covering-designs,45,11
ljcr-c-34-9-3,ljcr-covering-designs,95,11
ljcr-c-35-15-4,ljcr-covering-designs,70,11
ljcr-c-35-22-5,ljcr-covering-designs,35,11
ljcr-c-36-17-4,ljcr-covering-designs,47,11
ljcr-c-37-11-3,ljcr-covering-designs,69,11
ljcr-c-37-17-4,ljcr-covering-designs,51,11
ljcr-c-37-20-5,ljcr-covering-designs,61,11
ljcr-c-37-23-5,ljcr-covering-designs,36,11
ljcr-c-38-11-3,ljcr-covering-designs,74,11
ljcr-c-39-20-5,ljcr-covering-designs,70,11
ljcr-c-41-12-3,ljcr-covering-designs,73,11
ljcr-c-44-21-4,ljcr-covering-designs,45,11
ljcr-c-45-21-4,ljcr-covering-designs,48,11
ljcr-c-47-20-4,ljcr-covering-designs,70,11
ljcr-c-50-13-3,ljcr-covering-designs,92,11
ljcr-c-53-25-4,ljcr-covering-designs,45,11
ljcr-c-58-16-3,ljcr-covering-designs,80,11
ljcr-c-14-7-5,ljcr-covering-designs,138,12
ljcr-c-21-12-5,ljcr-covering-designs,54,12
ljcr-c-21-13-5,ljcr-covering-designs,37,12
ljcr-c-24-15-5,ljcr-covering-designs,36,12
ljcr-c-25-15-5,ljcr-covering-designs,44,12
ljcr-c-27-16-5,ljcr-covering-designs,46,12
ljcr-c-28-7-3,ljcr-covering-designs,120,12
ljcr-c-29-13-4,ljcr-covering-designs,59,12
ljcr-c-29-16-5,ljcr-covering-designs,58,12
ljcr-c-36-20-5,ljcr-covering-designs,54,12
ljcr-c-36-22-5,ljcr-covering-designs,38,12
ljcr-c-38-22-5,ljcr-covering-designs,49,12
ljcr-c-38-9-3,ljcr-covering-designs,131,12
ljcr-c-39-25-5,ljcr-covering-designs,33,12
ljcr-c-40-11-3,ljcr-covering-designs,85,12
ljcr-c-40-19-4,ljcr-covering-designs,46,12
ljcr-c-40-25-5,ljcr-covering-designs,36,12
ljcr-c-41-11-3,ljcr-covering-designs,87,12
ljcr-c-41-24-5,ljcr-covering-designs,47,12
ljcr-c-46-14-3,ljcr-covering-designs,62,12
ljcr-c-47-14-3,ljcr-covering-designs,66,12
ljcr-c-50-15-3,ljcr-covering-designs,66,12
ljcr-c-51-13-3,ljcr-covering-designs,95,12
ljcr-c-54-17-3,ljcr-covering-designs,57,12
ljcr-c-58-18-3,ljcr-covering-designs,58,12
ljcr-c-60-17-3,ljcr-covering-designs,76,12
ljcr-c-17-7-4,ljcr-covering-designs,98,13
ljcr-c-22-12-5,ljcr-covering-designs,63,13
ljcr-c-22-13-5,ljcr-covering-designs,47,13
ljcr-c-25-14-5,ljcr-covering-designs,56,13
ljcr-c-26-11-4,ljcr-covering-designs,80,13
ljcr-c-26-15-5,ljcr-covering-designs,52,13
ljcr-c-28-16-5,ljcr-covering-designs,52,13
ljcr-c-29-17-5,ljcr-covering-designs,48,13
